ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
15~18,cdk8,6,COc1ccccc1OC,Cn1ncc2ccccc21,c[1*]OC.c[2*]OC~c[1*]:cnn(:[2*])C
18~17,cdk8,1,Cn1ncc2ccccc21,Cn1ncc2ccccc21,c[1*]:cnn(:[2*])C~c[1*]:n(C)nc:[2*]
17~18,cdk8,1,Cn1ncc2ccccc21,Cn1ncc2ccccc21,c[1*]:n(C)nc:[2*]~c[1*]:cnn(:[2*])C
18~45,cdk8,6,CNCc1ccccc1,COC1CN(Cc2ccccc2)C1,C[1*]NC~C[1*]N1CC(OC)C1
45~18,cdk8,6,COC1CN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC(OC)C1~C[1*]NC
18~43,cdk8,7,CNCc1ccccc1,FC1(F)CCN(Cc2ccccc2)C1,C[1*]NC~C[1*]N1CCC(F)(F)C1
43~18,cdk8,7,FC1(F)CCN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CCC(F)(F)C1~C[1*]NC
18~42,cdk8,7,CNCc1ccccc1,O[C]1CCN(Cc2ccccc2)C1,C[1*]NC~C[1*]N1CC[C@H](O)C1
42~18,cdk8,7,O[C]1CCN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC[C@H](O)C1~C[1*]NC
35~24,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]NC(C)=O
24~35,cdk8,7,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CC(O)C1
35~25,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]NS(C)(=O)=O
25~35,cdk8,7,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CC(O)C1
35~41,cdk8,5,OC1Cc2ccccc2C1,c1ccc2c(c1)CCCC2,N[1*]CC(O)C[2*]~N[1*]CCCCC[2*]
41~35,cdk8,5,c1ccc2c(c1)CCCC2,OC1Cc2ccccc2C1,N[1*]CCCCC[2*]~N[1*]CC(O)C[2*]
35~28,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,c1ccc(N2CCOCC2)cc1,c[1*]C(=O)N1CC(O)C1~c[1*]N1CCOCC1
28~35,cdk8,7,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]N1CCOCC1~c[1*]C(=O)N1CC(O)C1
35~20,cdk8,7,OC1CN(Cc2ccccc2)C1,CNCc1ccccc1CC(C)(C)O,C[1*]N1CC(O)C1~C[2*]NC.C[1*]C(C)(C)O
20~35,cdk8,7,CNCc1ccccc1CC(C)(C)O,OC1CN(Cc2ccccc2)C1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CC(O)C1
35~26,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,O=C1CCCN1c1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]N1CCCC1=O
26~35,cdk8,7,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CC(O)C1
35~45,cdk8,7,Cn1cc(-c2ccccc2)cn1,Cc1cccc2c1cnn2C,c[1*]c1cnn(C)c1~c[1*]:cnn(:[2*])C.c[3*]C
45~35,cdk8,7,Cc1cccc2c1cnn2C,Cn1cc(-c2ccccc2)cn1,c[1*]:cnn(:[2*])C.c[3*]C~c[1*]c1cnn(C)c1
35~29,cdk8,1,O=C(c1ccccc1)N1CC(O)C1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]S(=O)(=O)NC1CC1
29~35,cdk8,1,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CC(O)C1
35~21,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,Cn1cnc(-c2ccccc2)c1,c[1*]C(=O)N1CC(O)C1~c[1*]c1cn(C)cn1
21~35,cdk8,7,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC(O)C1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CC(O)C1
35~37,cdk8,1,OC1Cc2ccccc2C1,c1ccc2c(c1)CCCC2,N[1*]CC(O)C[2*]~N[1*]CCCC[2*]
37~35,cdk8,1,c1ccc2c(c1)CCCC2,OC1Cc2ccccc2C1,N[1*]CCCC[2*]~N[1*]CC(O)C[2*]
35~34,cdk8,2,OCc1ccccc1,FCc1ccccc1CF,C[1*]O~C[1*]F.C[2*]F
34~35,cdk8,2,FCc1ccccc1CF,OCc1ccccc1,C[1*]F.C[2*]F~C[1*]O
35~39,cdk8,5,OC1Cc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CC(O)C[2*]~N[1*]CCOCC[2*]
39~35,cdk8,5,c1ccc2c(c1)CCOC2,OC1Cc2ccccc2C1,N[1*]CCOCC[2*]~N[1*]CC(O)C[2*]
35~22,cdk8,7,O=C(c1ccccc1)N1CC(O)C1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]c1nccn1C
22~35,cdk8,7,Cn1ccnc1-c1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]c1nccn1C~c[1*]C(=O)N1CC(O)C1
35~38,cdk8,6,OC1Cc2ccccc2C1,FC1(F)CCc2ccccc2C1,N[1*]CC(O)C[2*]~N[1*]CCC(F)(F)C[2*]
38~35,cdk8,6,FC1(F)CCc2ccccc2C1,OC1Cc2ccccc2C1,N[1*]CCC(F)(F)C[2*]~N[1*]CC(O)C[2*]
35~27,cdk8,1,O=C(c1ccccc1)N1CC(O)C1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CC(O)C1~c[1*]NCCNC(C)=O
27~35,cdk8,1,CC(=O)NCCNc1ccccc1,O=C(c1ccccc1)N1CC(O)C1,c[1*]NCCNC(C)=O~c[1*]C(=O)N1CC(O)C1
35~31,cdk8,6,OC1Cc2ccccc2C1,OC1Cc2ccccc2C1,N[1*]CC(O)C[2*]~N[1*]CC[C@@H](O)C[2*]
31~35,cdk8,6,OC1Cc2ccccc2C1,OC1Cc2ccccc2C1,N[1*]CC[C@@H](O)C[2*]~N[1*]CC(O)C[2*]
35~23,cdk8,1,O=C(c1ccccc1)N1CC(O)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CC(O)C1~c[1*]c1cc(N)ccn1
23~35,cdk8,1,Nc1ccnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC(O)C1,c[1*]c1cc(N)ccn1~c[1*]C(=O)N1CC(O)C1
14~16,cdk8,7,CC(C)Cc1ccccc1,Cc1cccc(Cc2ccccc2)c1,C[1*]C(C)C~C[1*]c1cccc(C)c1
16~14,cdk8,7,Cc1cccc(Cc2ccccc2)c1,CC(C)Cc1ccccc1,C[1*]c1cccc(C)c1~C[1*]C(C)C
14~15,cdk8,10,CC(C)Cc1ccccc1,COc1ccc(Cc2ccccc2)cc1OC,C[1*]C(C)C~C[1*]c1ccc(OC)c(OC)c1
15~14,cdk8,10,COc1ccc(Cc2ccccc2)cc1OC,CC(C)Cc1ccccc1,C[1*]c1ccc(OC)c(OC)c1~C[1*]C(C)C
14~17,cdk8,10,CC(C)Cc1ccccc1,Cn1ncc2ccc(Cc3ccccc3)cc21,C[1*]C(C)C~C[1*]c1ccc2cnn(C)c2c1
17~14,cdk8,10,Cn1ncc2ccc(Cc3ccccc3)cc21,CC(C)Cc1ccccc1,C[1*]c1ccc2cnn(C)c2c1~C[1*]C(C)C
30~24,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NC(C)=O
24~30,cdk8,9,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CC[C@H](O)C1
30~25,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NS(C)(=O)=O
25~30,cdk8,9,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CC[C@H](O)C1
30~41,cdk8,6,O[C]1CCc2ccccc2C1,c1ccc2c(c1)CCCC2,N[1*]CC[C@H](O)C[2*]~N[1*]CCCCC[2*]
41~30,cdk8,6,c1ccc2c(c1)CCCC2,O[C]1CCc2ccccc2C1,N[1*]CCCCC[2*]~N[1*]CC[C@H](O)C[2*]
30~28,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,c1ccc(N2CCOCC2)cc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]N1CCOCC1
28~30,cdk8,9,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]N1CCOCC1~c[1*]C(=O)N1CC[C@H](O)C1
30~13,cdk8,7,Cn1cc(-c2ccccc2)cn1,Cc1ccccc1O,c[1*]c1cnn(C)c1~c[1*]O.c[2*]C
13~30,cdk8,7,Cc1ccccc1O,Cn1cc(-c2ccccc2)cn1,c[1*]O.c[2*]C~c[1*]c1cnn(C)c1
30~20,cdk8,9,O[C]1CCN(Cc2ccccc2)C1,CNCc1ccccc1CC(C)(C)O,C[1*]N1CC[C@H](O)C1~C[2*]NC.C[1*]C(C)(C)O
20~30,cdk8,9,CNCc1ccccc1CC(C)(C)O,O[C]1CCN(Cc2ccccc2)C1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CC[C@H](O)C1
30~26,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,O=C1CCCN1c1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]N1CCCC1=O
26~30,cdk8,9,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CC[C@H](O)C1
30~43,cdk8,8,Cn1cc(-c2ccccc2CO)cn1,Cn1ncc2c(F)c(CF)ccc21,c[1*]c1cnn(C)c1.CH[2*]O~c[1*]:cnn(:[2*])C.c[4*]F.C[3*]F
43~30,cdk8,8,Cn1ncc2c(F)c(CF)ccc21,Cn1cc(-c2ccccc2CO)cn1,c[1*]:cnn(:[2*])C.c[4*]F.C[3*]F~c[1*]c1cnn(C)c1.CH[2*]O
30~29,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]S(=O)(=O)NC1CC1
29~30,cdk8,9,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CC[C@H](O)C1
30~21,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,Cn1cnc(-c2ccccc2)c1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1cn(C)cn1
21~30,cdk8,9,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CC[C@H](O)C1
30~37,cdk8,1,OCc1ccccc1,c1ccccc1,CH[1*]O~
37~30,cdk8,1,c1ccccc1,OCc1ccccc1,~CH[1*]O
30~34,cdk8,6,O[C]1CCc2ccccc2C1,FC1(F)Cc2ccccc2C1,N[1*]CC[C@H](O)C[2*]~N[1*]CC(F)(F)C[2*]
34~30,cdk8,6,FC1(F)Cc2ccccc2C1,O[C]1CCc2ccccc2C1,N[1*]CC(F)(F)C[2*]~N[1*]CC[C@H](O)C[2*]
30~39,cdk8,6,OC1Cc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]C[C@@H](O)CC[2*]~N[1*]CCOCC[2*]
39~30,cdk8,6,c1ccc2c(c1)CCOC2,OC1Cc2ccccc2C1,N[1*]CCOCC[2*]~N[1*]C[C@@H](O)CC[2*]
30~22,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1nccn1C
22~30,cdk8,9,Cn1ccnc1-c1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]c1nccn1C~c[1*]C(=O)N1CC[C@H](O)C1
30~38,cdk8,2,OCc1ccccc1,FCc1ccccc1CF,CH[1*]O~C[1*]F.C[2*]F
38~30,cdk8,2,FCc1ccccc1CF,OCc1ccccc1,C[1*]F.C[2*]F~CH[1*]O
30~27,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NCCNC(C)=O
27~30,cdk8,9,CC(=O)NCCNc1ccccc1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]NCCNC(C)=O~c[1*]C(=O)N1CC[C@H](O)C1
30~31,cdk8,1,c1ccccc1,c1ccccc1,~
31~30,cdk8,1,c1ccccc1,c1ccccc1,~
30~23,cdk8,9,O=C(c1ccccc1)N1CC[C](O)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1cc(N)ccn1
23~30,cdk8,9,Nc1ccnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC[C](O)C1,c[1*]c1cc(N)ccn1~c[1*]C(=O)N1CC[C@H](O)C1
30~42,cdk8,6,Cn1cc(-c2ccccc2)cn1,Cn1ncc2ccccc21,c[1*]c1cnn(C)c1~c[1*]:cnn(:[2*])C
42~30,cdk8,6,Cn1ncc2ccccc21,Cn1cc(-c2ccccc2)cn1,c[1*]:cnn(:[2*])C~c[1*]c1cnn(C)c1
30~19,cdk8,7,O[C]1CCN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC[C@H](O)C1~C[1*]NC
19~30,cdk8,7,CNCc1ccccc1,O[C]1CCN(Cc2ccccc2)C1,C[1*]NC~C[1*]N1CC[C@H](O)C1
24~25,cdk8,4,CC(=O)Nc1ccccc1,CS(=O)(=O)Nc1ccccc1,N[1*]C(C)=O~N[1*]S(C)(=O)=O
25~24,cdk8,4,CS(=O)(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,N[1*]S(C)(=O)=O~N[1*]C(C)=O
24~41,cdk8,8,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCCCC1,c[1*]NC(C)=O~c[1*]C(=O)N1CCCCC1
41~24,cdk8,8,O=C(c1ccccc1)N1CCCCC1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]NC(C)=O
24~36,cdk8,8,CC(=O)Nc1ccccc1,COC1CN(C(=O)c2ccccc2)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CC(OC)C1
36~24,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]NC(C)=O
24~28,cdk8,6,CC(=O)Nc1ccccc1,c1ccc(N2CCOCC2)cc1,c[1*]NC(C)=O~c[1*]N1CCOCC1
28~24,cdk8,6,c1ccc(N2CCOCC2)cc1,CC(=O)Nc1ccccc1,c[1*]N1CCOCC1~c[1*]NC(C)=O
24~20,cdk8,5,CC(=O)Nc1ccccc1,CNC(=O)c1ccccc1CC(C)(C)O,c[1*]NC(C)=O~c[1*]C(=O)NC.C[2*]C(C)(C)O
20~24,cdk8,5,CNC(=O)c1ccccc1CC(C)(C)O,CC(=O)Nc1ccccc1,c[1*]C(=O)NC.C[2*]C(C)(C)O~c[1*]NC(C)=O
24~16,cdk8,7,CC(=O)Nc1ccccc1-c1cnn(C)c1,CNC(=O)c1ccccc1C,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]C
16~24,cdk8,7,CNC(=O)c1ccccc1C,CC(=O)Nc1ccccc1-c1cnn(C)c1,c[1*]C(=O)NC.c[2*]C~c[1*]NC(C)=O.c[2*]c1cnn(C)c1
24~15,cdk8,9,CC(=O)Nc1ccccc1-c1cnn(C)c1,CNC(=O)c1cccc(OC)c1OC,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]OC.c[3*]OC
15~24,cdk8,9,CNC(=O)c1cccc(OC)c1OC,CC(=O)Nc1ccccc1-c1cnn(C)c1,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[1*]NC(C)=O.c[2*]c1cnn(C)c1
24~26,cdk8,6,CC(=O)Nc1ccccc1,O=C1CCCN1c1ccccc1,c[1*]NC(C)=O~c[1*]N1CCCC1=O
26~24,cdk8,6,O=C1CCCN1c1ccccc1,CC(=O)Nc1ccccc1,c[1*]N1CCCC1=O~c[1*]NC(C)=O
24~17,cdk8,7,CC(=O)Nc1ccccc1-c1cnn(C)c1,CNC(=O)c1cccc2cnn(C)c12,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]:n(C)nc:[3*]
17~24,cdk8,7,CNC(=O)c1cccc2cnn(C)c12,CC(=O)Nc1ccccc1-c1cnn(C)c1,c[1*]C(=O)NC.c[2*]:n(C)nc:[3*]~c[1*]NC(C)=O.c[2*]c1cnn(C)c1
24~29,cdk8,7,CC(=O)Nc1ccccc1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]NC(C)=O~c[1*]S(=O)(=O)NC1CC1
29~24,cdk8,7,O=S(=O)(NC1CC1)c1ccccc1,CC(=O)Nc1ccccc1,c[1*]S(=O)(=O)NC1CC1~c[1*]NC(C)=O
24~21,cdk8,6,CC(=O)Nc1ccccc1,Cn1cnc(-c2ccccc2)c1,c[1*]NC(C)=O~c[1*]c1cn(C)cn1
21~24,cdk8,6,Cn1cnc(-c2ccccc2)c1,CC(=O)Nc1ccccc1,c[1*]c1cn(C)cn1~c[1*]NC(C)=O
24~37,cdk8,7,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCCC1,c[1*]NC(C)=O~c[1*]C(=O)N1CCCC1
37~24,cdk8,7,O=C(c1ccccc1)N1CCCC1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CCCC1~c[1*]NC(C)=O
24~34,cdk8,8,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CC(F)(F)C1
34~24,cdk8,8,O=C(c1ccccc1)N1CC(F)(F)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CC(F)(F)C1~c[1*]NC(C)=O
24~39,cdk8,8,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCOCC1,c[1*]NC(C)=O~c[1*]C(=O)N1CCOCC1
39~24,cdk8,8,O=C(c1ccccc1)N1CCOCC1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CCOCC1~c[1*]NC(C)=O
24~22,cdk8,6,CC(=O)Nc1ccccc1,Cn1ccnc1-c1ccccc1,c[1*]NC(C)=O~c[1*]c1nccn1C
22~24,cdk8,6,Cn1ccnc1-c1ccccc1,CC(=O)Nc1ccccc1,c[1*]c1nccn1C~c[1*]NC(C)=O
24~38,cdk8,9,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CCC(F)(F)C1
38~24,cdk8,9,O=C(c1ccccc1)N1CCC(F)(F)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CCC(F)(F)C1~c[1*]NC(C)=O
24~27,cdk8,4,O=Cc1ccccc1,CC(=O)NCc1ccccc1,C[1*]=O~C[1*]NC(C)=O
27~24,cdk8,4,CC(=O)NCc1ccccc1,O=Cc1ccccc1,C[1*]NC(C)=O~C[1*]=O
24~31,cdk8,9,CC(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]NC(C)=O~c[1*]C(=O)N1CC[C@@H](O)C1
31~24,cdk8,9,O=C(c1ccccc1)N1CC[C@@H](O)C1,CC(=O)Nc1ccccc1,c[1*]C(=O)N1CC[C@@H](O)C1~c[1*]NC(C)=O
24~23,cdk8,7,CC(=O)Nc1ccccc1,Nc1ccnc(-c2ccccc2)c1,c[1*]NC(C)=O~c[1*]c1cc(N)ccn1
23~24,cdk8,7,Nc1ccnc(-c2ccccc2)c1,CC(=O)Nc1ccccc1,c[1*]c1cc(N)ccn1~c[1*]NC(C)=O
24~19,cdk8,1,CC(=O)Nc1ccccc1,CNC(=O)c1ccccc1,c[1*]NC(C)=O~c[1*]C(=O)NC
19~24,cdk8,1,CNC(=O)c1ccccc1,CC(=O)Nc1ccccc1,c[1*]C(=O)NC~c[1*]NC(C)=O
25~41,cdk8,8,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCCCC1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CCCCC1
41~25,cdk8,8,O=C(c1ccccc1)N1CCCCC1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]NS(C)(=O)=O
25~36,cdk8,8,CS(=O)(=O)Nc1ccccc1,COC1CN(C(=O)c2ccccc2)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CC(OC)C1
36~25,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]NS(C)(=O)=O
25~28,cdk8,6,CS(=O)(=O)Nc1ccccc1,c1ccc(N2CCOCC2)cc1,c[1*]NS(C)(=O)=O~c[1*]N1CCOCC1
28~25,cdk8,6,c1ccc(N2CCOCC2)cc1,CS(=O)(=O)Nc1ccccc1,c[1*]N1CCOCC1~c[1*]NS(C)(=O)=O
25~20,cdk8,9,CS(=O)(=O)Nc1ccccc1,CNC(=O)c1ccccc1CC(C)(C)O,c[1*]NS(C)(=O)=O~c[1*]C(=O)NC.C[2*]C(C)(C)O
20~25,cdk8,9,CNC(=O)c1ccccc1CC(C)(C)O,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)NC.C[2*]C(C)(C)O~c[1*]NS(C)(=O)=O
25~26,cdk8,6,CS(=O)(=O)Nc1ccccc1,O=C1CCCN1c1ccccc1,c[1*]NS(C)(=O)=O~c[1*]N1CCCC1=O
26~25,cdk8,6,O=C1CCCN1c1ccccc1,CS(=O)(=O)Nc1ccccc1,c[1*]N1CCCC1=O~c[1*]NS(C)(=O)=O
25~29,cdk8,7,CS(=O)(=O)Nc1ccccc1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]NS(C)(=O)=O~c[1*]S(=O)(=O)NC1CC1
29~25,cdk8,7,O=S(=O)(NC1CC1)c1ccccc1,CS(=O)(=O)Nc1ccccc1,c[1*]S(=O)(=O)NC1CC1~c[1*]NS(C)(=O)=O
25~21,cdk8,6,CS(=O)(=O)Nc1ccccc1,Cn1cnc(-c2ccccc2)c1,c[1*]NS(C)(=O)=O~c[1*]c1cn(C)cn1
21~25,cdk8,6,Cn1cnc(-c2ccccc2)c1,CS(=O)(=O)Nc1ccccc1,c[1*]c1cn(C)cn1~c[1*]NS(C)(=O)=O
25~37,cdk8,7,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCCC1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CCCC1
37~25,cdk8,7,O=C(c1ccccc1)N1CCCC1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CCCC1~c[1*]NS(C)(=O)=O
25~34,cdk8,8,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CC(F)(F)C1
34~25,cdk8,8,O=C(c1ccccc1)N1CC(F)(F)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CC(F)(F)C1~c[1*]NS(C)(=O)=O
25~39,cdk8,8,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCOCC1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CCOCC1
39~25,cdk8,8,O=C(c1ccccc1)N1CCOCC1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CCOCC1~c[1*]NS(C)(=O)=O
25~22,cdk8,6,CS(=O)(=O)Nc1ccccc1,Cn1ccnc1-c1ccccc1,c[1*]NS(C)(=O)=O~c[1*]c1nccn1C
22~25,cdk8,6,Cn1ccnc1-c1ccccc1,CS(=O)(=O)Nc1ccccc1,c[1*]c1nccn1C~c[1*]NS(C)(=O)=O
25~38,cdk8,9,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CCC(F)(F)C1
38~25,cdk8,9,O=C(c1ccccc1)N1CCC(F)(F)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CCC(F)(F)C1~c[1*]NS(C)(=O)=O
25~27,cdk8,6,CS(=O)(=O)Nc1ccccc1,CC(=O)NCCNc1ccccc1,N[1*]S(C)(=O)=O~N[1*]CCNC(C)=O
27~25,cdk8,6,CC(=O)NCCNc1ccccc1,CS(=O)(=O)Nc1ccccc1,N[1*]CCNC(C)=O~N[1*]S(C)(=O)=O
25~31,cdk8,9,CS(=O)(=O)Nc1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]NS(C)(=O)=O~c[1*]C(=O)N1CC[C@@H](O)C1
31~25,cdk8,9,O=C(c1ccccc1)N1CC[C@@H](O)C1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)N1CC[C@@H](O)C1~c[1*]NS(C)(=O)=O
25~23,cdk8,7,CS(=O)(=O)Nc1ccccc1,Nc1ccnc(-c2ccccc2)c1,c[1*]NS(C)(=O)=O~c[1*]c1cc(N)ccn1
23~25,cdk8,7,Nc1ccnc(-c2ccccc2)c1,CS(=O)(=O)Nc1ccccc1,c[1*]c1cc(N)ccn1~c[1*]NS(C)(=O)=O
25~19,cdk8,5,CS(=O)(=O)Nc1ccccc1,CNC(=O)c1ccccc1,c[1*]NS(C)(=O)=O~c[1*]C(=O)NC
19~25,cdk8,5,CNC(=O)c1ccccc1,CS(=O)(=O)Nc1ccccc1,c[1*]C(=O)NC~c[1*]NS(C)(=O)=O
41~28,cdk8,8,O=C(c1ccccc1)N1CCCCC1,c1ccc(N2CCOCC2)cc1,c[1*]C(=O)N1CCCCC1~c[1*]N1CCOCC1
28~41,cdk8,8,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CCCCC1,c[1*]N1CCOCC1~c[1*]C(=O)N1CCCCC1
41~20,cdk8,8,c1ccc(CN2CCCCC2)cc1,CNCc1ccccc1CC(C)(C)O,C[1*]N1CCCCC1~C[2*]NC.C[1*]C(C)(C)O
20~41,cdk8,8,CNCc1ccccc1CC(C)(C)O,c1ccc(CN2CCCCC2)cc1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CCCCC1
41~26,cdk8,8,O=C(c1ccccc1)N1CCCCC1,O=C1CCCN1c1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]N1CCCC1=O
26~41,cdk8,8,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CCCCC1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CCCCC1
41~29,cdk8,8,O=C(c1ccccc1)N1CCCCC1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]S(=O)(=O)NC1CC1
