ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
41~29,cdk8,8,O=C(c1ccccc1)N1CCCCC1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]S(=O)(=O)NC1CC1
41~21,cdk8,8,O=C(c1ccccc1)N1CCCCC1,Cn1cnc(-c2ccccc2)c1,c[1*]C(=O)N1CCCCC1~c[1*]c1cn(C)cn1
41~37,cdk8,5,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,N[1*]CCCCC[2*]~N[1*]CCCC[2*]
41~34,cdk8,1,c1ccc2c(c1)CCCC2,FC1(F)Cc2ccccc2C1,N[1*]CCCCC[2*]~N[1*]CC(F)(F)C[2*]
41~39,cdk8,1,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCOC2,N[1*]CCCCC[2*]~N[1*]CCOCC[2*]
41~22,cdk8,8,O=C(c1ccccc1)N1CCCCC1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]c1nccn1C
41~38,cdk8,6,c1ccc2c(c1)CCCC2,FC1(F)CCc2ccccc2C1,N[1*]CCCCC[2*]~N[1*]CC(F)(F)CC[2*]
41~27,cdk8,8,O=C(c1ccccc1)N1CCCCC1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CCCCC1~c[1*]NCCNC(C)=O
41~31,cdk8,6,c1ccc2c(c1)CCCC2,O[C]1CCc2ccccc2C1,N[1*]CCCCC[2*]~N[1*]C[C@H](O)CC[2*]
41~23,cdk8,8,O=C(c1ccccc1)N1CCCCC1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CCCCC1~c[1*]c1cc(N)ccn1
41~19,cdk8,6,c1ccc(CN2CCCCC2)cc1,CNCc1ccccc1,C[1*]N1CCCCC1~C[1*]NC
36~28,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,c1ccc(N2CCOCC2)cc1,c[1*]C(=O)N1CC(OC)C1~c[1*]N1CCOCC1
36~20,cdk8,8,COC1CN(Cc2ccccc2)C1,CNCc1ccccc1CC(C)(C)O,C[1*]N1CC(OC)C1~C[2*]NC.C[1*]C(C)(C)O
36~26,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,O=C1CCCN1c1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]N1CCCC1=O
36~29,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]S(=O)(=O)NC1CC1
36~21,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,Cn1cnc(-c2ccccc2)c1,c[1*]C(=O)N1CC(OC)C1~c[1*]c1cn(C)cn1
36~34,cdk8,3,COCc1ccccc1,FCc1ccccc1CF,C[1*]OC~C[1*]F.C[2*]F
36~22,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]c1nccn1C
36~27,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CC(OC)C1~c[1*]NCCNC(C)=O
36~23,cdk8,8,COC1CN(C(=O)c2ccccc2)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CC(OC)C1~c[1*]c1cc(N)ccn1
36~19,cdk8,6,COC1CN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC(OC)C1~C[1*]NC
28~20,cdk8,10,c1ccc(N2CCOCC2)cc1,CNC(=O)c1ccccc1CC(C)(C)O,c[1*]N1CCOCC1~c[1*]C(=O)NC.C[2*]C(C)(C)O
28~26,cdk8,1,c1ccc2c(c1)CCOC2,O=C1CCCc2ccccc21,N[1*]CCOCC[2*]~N[1*]C(=O)CCC[2*]
28~29,cdk8,7,c1ccc(N2CCOCC2)cc1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]N1CCOCC1~c[1*]S(=O)(=O)NC1CC1
28~21,cdk8,1,c1ccc(N2CCOCC2)cc1,Cn1cnc(-c2ccccc2)c1,c[1*]N1CCOCC1~c[1*]c1cn(C)cn1
28~37,cdk8,7,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CCCC1,c[1*]N1CCOCC1~c[1*]C(=O)N1CCCC1
28~34,cdk8,8,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]N1CCOCC1~c[1*]C(=O)N1CC(F)(F)C1
28~39,cdk8,8,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CCOCC1,c[1*]N1CCOCC1~c[1*]C(=O)N1CCOCC1
28~22,cdk8,1,c1ccc(N2CCOCC2)cc1,Cn1ccnc1-c1ccccc1,c[1*]N1CCOCC1~c[1*]c1nccn1C
28~38,cdk8,9,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]N1CCOCC1~c[1*]C(=O)N1CCC(F)(F)C1
28~27,cdk8,7,c1ccc(N2CCOCC2)cc1,CC(=O)NCCNc1ccccc1,c[1*]N1CCOCC1~c[1*]NCCNC(C)=O
28~31,cdk8,9,c1ccc(N2CCOCC2)cc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]N1CCOCC1~c[1*]C(=O)N1CC[C@@H](O)C1
28~23,cdk8,7,c1ccc(N2CCOCC2)cc1,Nc1ccnc(-c2ccccc2)c1,c[1*]N1CCOCC1~c[1*]c1cc(N)ccn1
28~19,cdk8,6,c1ccc(N2CCOCC2)cc1,CNC(=O)c1ccccc1,c[1*]N1CCOCC1~c[1*]C(=O)NC
13~16,cdk8,9,O[C]1CCN(Cc2ccccc2O)C1,CNCc1ccccc1,C[2*]N1CC[C@H](O)C1.c[1*]O~C[1*]NC
13~43,cdk8,6,CCc1cccc(O)c1O,Cn1ncc2c(F)c(CF)ccc21,c[1*]O.c[2*]O.CH[3*]C~c[3*]:cnn(:[4*])C.c[2*]F.C[1*]F
13~37,cdk8,8,CCc1cccc(O)c1O,Cn1cc(-c2ccccc2)cn1,c[1*]O.c[2*]O.CH[3*]C~c[1*]c1cnn(C)c1
13~38,cdk8,8,CCc1cccc(O)c1O,Cn1cc(-c2cccc(CF)c2CF)cn1,c[1*]O.c[2*]O.CH[3*]C~c[3*]c1cnn(C)c1.C[1*]F.C[2*]F
13~31,cdk8,7,Cc1ccccc1O,Cn1cc(-c2ccccc2)cn1,c[1*]O.c[2*]C~c[1*]c1cnn(C)c1
13~42,cdk8,5,Cc1ccccc1O,Cn1ncc2ccccc21,c[1*]O.c[2*]C~c[1*]:cnn(:[2*])C
20~16,cdk8,10,CC(C)(O)Cn1cc(-c2ccccc2)cn1,Cc1ccccc1,c[1*]c1cnn(CC(C)(C)O)c1~c[1*]C
20~26,cdk8,10,CNC(=O)c1ccccc1CC(C)(C)O,O=C1CCCN1c1ccccc1,c[1*]C(=O)NC.C[2*]C(C)(C)O~c[1*]N1CCCC1=O
20~17,cdk8,10,CC(C)(O)Cn1cc(-c2ccccc2)cn1,Cn1ncc2ccccc21,c[1*]c1cnn(CC(C)(C)O)c1~c[1*]:n(C)nc:[2*]
20~21,cdk8,10,CNC(=O)c1ccccc1CC(C)(C)O,Cn1cnc(-c2ccccc2)c1,c[1*]C(=O)NC.C[2*]C(C)(C)O~c[1*]c1cn(C)cn1
20~37,cdk8,7,CNCc1ccccc1CC(C)(C)O,c1ccc(CN2CCCC2)cc1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CCCC1
20~34,cdk8,8,CNCc1ccccc1CC(C)(C)O,FC1(F)CN(Cc2ccccc2)C1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CC(F)(F)C1
20~39,cdk8,8,CNCc1ccccc1CC(C)(C)O,c1ccc(CN2CCOCC2)cc1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CCOCC1
20~22,cdk8,10,CNC(=O)c1ccccc1CC(C)(C)O,Cn1ccnc1-c1ccccc1,c[1*]C(=O)NC.C[2*]C(C)(C)O~c[1*]c1nccn1C
20~38,cdk8,9,CNCc1ccccc1CC(C)(C)O,FC1(F)CCN(Cc2ccccc2)C1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CCC(F)(F)C1
20~31,cdk8,9,CNCc1ccccc1CC(C)(C)O,O[C@@H]1CCN(Cc2ccccc2)C1,C[2*]NC.C[1*]C(C)(C)O~C[1*]N1CC[C@@H](O)C1
20~19,cdk8,4,CC(C)(O)Cc1ccccc1,c1ccccc1,C[1*]C(C)(C)O~
16~15,cdk8,4,Cc1ccccc1,COc1ccccc1OC,c[1*]C~c[1*]OC.c[2*]OC
16~17,cdk8,4,Cc1ccccc1,Cn1ncc2ccccc21,c[1*]C~c[1*]:n(C)nc:[2*]
16~45,cdk8,10,CNCc1ccccc1C,COC1CN(Cc2cccc3c2cnn3C)C1,C[2*]NC.c[1*]C~C[3*]N1CC(OC)C1.c[1*]:cnn(:[2*])C
16~19,cdk8,6,Cc1ccccc1,Cn1cc(-c2ccccc2)cn1,c[1*]C~c[1*]c1cnn(C)c1
15~17,cdk8,6,COc1ccccc1OC,Cn1ncc2ccccc21,c[1*]OC.c[2*]OC~c[1*]:n(C)nc:[2*]
15~19,cdk8,8,COc1ccccc1OC,Cn1cc(-c2ccccc2)cn1,c[1*]OC.c[2*]OC~c[1*]c1cnn(C)c1
26~29,cdk8,7,O=C1CCCN1c1ccccc1,O=S(=O)(NC1CC1)c1ccccc1,c[1*]N1CCCC1=O~c[1*]S(=O)(=O)NC1CC1
26~21,cdk8,1,O=C1CCCN1c1ccccc1,Cn1cnc(-c2ccccc2)c1,c[1*]N1CCCC1=O~c[1*]c1cn(C)cn1
26~37,cdk8,7,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CCCC1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CCCC1
26~34,cdk8,8,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CC(F)(F)C1
26~39,cdk8,8,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CCOCC1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CCOCC1
26~22,cdk8,1,O=C1CCCN1c1ccccc1,Cn1ccnc1-c1ccccc1,c[1*]N1CCCC1=O~c[1*]c1nccn1C
26~38,cdk8,9,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CCC(F)(F)C1
26~27,cdk8,7,O=C1CCCN1c1ccccc1,CC(=O)NCCNc1ccccc1,c[1*]N1CCCC1=O~c[1*]NCCNC(C)=O
26~31,cdk8,9,O=C1CCCN1c1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]N1CCCC1=O~c[1*]C(=O)N1CC[C@@H](O)C1
26~23,cdk8,7,O=C1CCCN1c1ccccc1,Nc1ccnc(-c2ccccc2)c1,c[1*]N1CCCC1=O~c[1*]c1cc(N)ccn1
26~19,cdk8,6,O=C1CCCN1c1ccccc1,CNC(=O)c1ccccc1,c[1*]N1CCCC1=O~c[1*]C(=O)NC
17~45,cdk8,7,CNCc1cccc2cnn(C)c12,COC1CN(Cc2cccc3c2cnn3C)C1,C[3*]NC.c[1*]:n(C)nc:[2*]~C[3*]N1CC(OC)C1.c[1*]:cnn(:[2*])C
17~43,cdk8,8,CNCc1cccc2cnn(C)c12,Cn1ncc2c(CN3CCC(F)(F)C3)cccc21,C[3*]NC.c[1*]:n(C)nc:[2*]~C[3*]N1CCC(F)(F)C1.c[1*]:cnn(:[2*])C
17~42,cdk8,8,CNCc1cccc2cnn(C)c12,Cn1ncc2c(CN3CC[C](O)C3)cccc21,C[3*]NC.c[1*]:n(C)nc:[2*]~C[3*]N1CC[C@H](O)C1.c[1*]:cnn(:[2*])C
17~19,cdk8,6,Cn1ncc2ccccc21,Cn1cc(-c2ccccc2)cn1,c[1*]:n(C)nc:[2*]~c[1*]c1cnn(C)c1
45~34,cdk8,9,COc1cccc2c1cnn2C,Cn1cc(-c2cccc(CF)c2CF)cn1,c[1*]:cnn(:[2*])C.c[3*]OC~c[1*]c1cnn(C)c1.C[3*]F.C[2*]F
43~37,cdk8,8,Cn1ncc2c(F)c(CF)ccc21,Cn1cc(-c2ccccc2)cn1,c[1*]:cnn(:[2*])C.c[3*]F.C[4*]F~c[1*]c1cnn(C)c1
43~31,cdk8,8,Cn1ncc2c(F)c(CF)ccc21,Cn1cc(-c2ccccc2CO)cn1,c[1*]:cnn(:[2*])C.c[4*]F.C[3*]F~c[1*]c1cnn(C)c1.CH[2*]O
43~42,cdk8,2,FCc1ccccc1CF,OCc1ccccc1,C[1*]F.C[2*]F~CH[1*]O
29~21,cdk8,7,O=S(=O)(NC1CC1)c1ccccc1,Cn1cnc(-c2ccccc2)c1,c[1*]S(=O)(=O)NC1CC1~c[1*]c1cn(C)cn1
29~37,cdk8,1,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CCCC1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CCCC1
29~34,cdk8,8,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CC(F)(F)C1
29~39,cdk8,8,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CCOCC1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CCOCC1
29~22,cdk8,7,O=S(=O)(NC1CC1)c1ccccc1,Cn1ccnc1-c1ccccc1,c[1*]S(=O)(=O)NC1CC1~c[1*]c1nccn1C
29~38,cdk8,9,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CCC(F)(F)C1
29~27,cdk8,1,O=S(=O)(NC1CC1)c1ccccc1,CC(=O)NCCNc1ccccc1,c[1*]S(=O)(=O)NC1CC1~c[1*]NCCNC(C)=O
29~31,cdk8,9,O=S(=O)(NC1CC1)c1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)N1CC[C@@H](O)C1
29~23,cdk8,1,O=S(=O)(NC1CC1)c1ccccc1,Nc1ccnc(-c2ccccc2)c1,c[1*]S(=O)(=O)NC1CC1~c[1*]c1cc(N)ccn1
29~19,cdk8,7,O=S(=O)(NC1CC1)c1ccccc1,CNC(=O)c1ccccc1,c[1*]S(=O)(=O)NC1CC1~c[1*]C(=O)NC
21~37,cdk8,7,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CCCC1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CCCC1
21~34,cdk8,8,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC(F)(F)C1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CC(F)(F)C1
21~39,cdk8,8,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CCOCC1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CCOCC1
21~38,cdk8,9,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CCC(F)(F)C1
21~27,cdk8,7,Cn1cnc(-c2ccccc2)c1,CC(=O)NCCNc1ccccc1,c[1*]c1cn(C)cn1~c[1*]NCCNC(C)=O
21~31,cdk8,9,Cn1cnc(-c2ccccc2)c1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]c1cn(C)cn1~c[1*]C(=O)N1CC[C@@H](O)C1
21~19,cdk8,6,Cn1cnc(-c2ccccc2)c1,CNC(=O)c1ccccc1,c[1*]c1cn(C)cn1~c[1*]C(=O)NC
37~34,cdk8,5,c1ccc2c(c1)CCCC2,FC1(F)Cc2ccccc2C1,N[1*]CCCC[2*]~N[1*]CC(F)(F)C[2*]
37~39,cdk8,5,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCOC2,N[1*]CCCC[2*]~N[1*]CCOCC[2*]
37~22,cdk8,7,O=C(c1ccccc1)N1CCCC1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CCCC1~c[1*]c1nccn1C
37~38,cdk8,2,c1ccccc1,FCc1ccccc1CF,~C[2*]F.C[1*]F
37~27,cdk8,1,O=C(c1ccccc1)N1CCCC1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CCCC1~c[1*]NCCNC(C)=O
37~31,cdk8,1,c1ccccc1,OCc1ccccc1,~CH[1*]O
37~23,cdk8,1,O=C(c1ccccc1)N1CCCC1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CCCC1~c[1*]c1cc(N)ccn1
37~42,cdk8,7,Cn1cc(-c2ccccc2)cn1,Cn1ncc2c(O)cccc21,c[1*]c1cnn(C)c1~c[1*]:cnn(:[2*])C.c[3*]O
37~19,cdk8,5,c1ccc(CN2CCCC2)cc1,CNCc1ccccc1,C[1*]N1CCCC1~C[1*]NC
34~39,cdk8,1,FC1(F)Cc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CC(F)(F)C[2*]~N[1*]CCOCC[2*]
34~22,cdk8,8,O=C(c1ccccc1)N1CC(F)(F)C1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CC(F)(F)C1~c[1*]c1nccn1C
34~38,cdk8,6,FC1(F)Cc2ccccc2C1,FC1(F)CCc2ccccc2C1,N[1*]CC(F)(F)C[2*]~N[1*]CC(F)(F)CC[2*]
34~27,cdk8,8,O=C(c1ccccc1)N1CC(F)(F)C1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CC(F)(F)C1~c[1*]NCCNC(C)=O
34~31,cdk8,6,FC1(F)Cc2ccccc2C1,O[C]1CCc2ccccc2C1,N[1*]CC(F)(F)C[2*]~N[1*]C[C@H](O)CC[2*]
34~23,cdk8,8,O=C(c1ccccc1)N1CC(F)(F)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CC(F)(F)C1~c[1*]c1cc(N)ccn1
34~19,cdk8,6,FC1(F)CN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC(F)(F)C1~C[1*]NC
39~22,cdk8,8,O=C(c1ccccc1)N1CCOCC1,Cn1ccnc1-c1ccccc1,c[1*]C(=O)N1CCOCC1~c[1*]c1nccn1C
39~38,cdk8,6,c1ccc2c(c1)CCOC2,FC1(F)CCc2ccccc2C1,N[1*]CCOCC[2*]~N[1*]CCC(F)(F)C[2*]
39~27,cdk8,8,O=C(c1ccccc1)N1CCOCC1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CCOCC1~c[1*]NCCNC(C)=O
39~31,cdk8,6,c1ccc2c(c1)CCOC2,O[C]1CCc2ccccc2C1,N[1*]CCOCC[2*]~N[1*]C[C@H](O)CC[2*]
39~23,cdk8,8,O=C(c1ccccc1)N1CCOCC1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CCOCC1~c[1*]c1cc(N)ccn1
39~19,cdk8,6,c1ccc(CN2CCOCC2)cc1,CNCc1ccccc1,C[1*]N1CCOCC1~C[1*]NC
22~38,cdk8,9,Cn1ccnc1-c1ccccc1,O=C(c1ccccc1)N1CCC(F)(F)C1,c[1*]c1nccn1C~c[1*]C(=O)N1CCC(F)(F)C1
22~27,cdk8,7,Cn1ccnc1-c1ccccc1,CC(=O)NCCNc1ccccc1,c[1*]c1nccn1C~c[1*]NCCNC(C)=O
22~31,cdk8,9,Cn1ccnc1-c1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]c1nccn1C~c[1*]C(=O)N1CC[C@@H](O)C1
22~19,cdk8,6,Cn1ccnc1-c1ccccc1,CNC(=O)c1ccccc1,c[1*]c1nccn1C~c[1*]C(=O)NC
38~27,cdk8,9,O=C(c1ccccc1)N1CCC(F)(F)C1,CC(=O)NCCNc1ccccc1,c[1*]C(=O)N1CCC(F)(F)C1~c[1*]NCCNC(C)=O
38~23,cdk8,9,O=C(c1ccccc1)N1CCC(F)(F)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CCC(F)(F)C1~c[1*]c1cc(N)ccn1
38~42,cdk8,8,Cn1cc(-c2cccc(CF)c2CF)cn1,Cn1ncc2c(O)cccc21,c[1*]c1cnn(C)c1.C[3*]F.C[2*]F~c[1*]:cnn(:[2*])C.c[3*]O
38~19,cdk8,7,FC1(F)CCN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CCC(F)(F)C1~C[1*]NC
27~31,cdk8,9,CC(=O)NCCNc1ccccc1,O=C(c1ccccc1)N1CC[C@@H](O)C1,c[1*]NCCNC(C)=O~c[1*]C(=O)N1CC[C@@H](O)C1
27~23,cdk8,1,CC(=O)NCCNc1ccccc1,Nc1ccnc(-c2ccccc2)c1,c[1*]NCCNC(C)=O~c[1*]c1cc(N)ccn1
27~19,cdk8,7,CC(=O)NCCNc1ccccc1,CNC(=O)c1ccccc1,c[1*]NCCNC(C)=O~c[1*]C(=O)NC
31~23,cdk8,9,O=C(c1ccccc1)N1CC[C@@H](O)C1,Nc1ccnc(-c2ccccc2)c1,c[1*]C(=O)N1CC[C@@H](O)C1~c[1*]c1cc(N)ccn1
31~19,cdk8,7,O[C@@H]1CCN(Cc2ccccc2)C1,CNCc1ccccc1,C[1*]N1CC[C@@H](O)C1~C[1*]NC
23~19,cdk8,7,Nc1ccnc(-c2ccccc2)c1,CNC(=O)c1ccccc1,c[1*]c1cc(N)ccn1~c[1*]C(=O)NC
68~33,pfkfb3,5,CS(=O)(=O)c1cccc2cc(N)sc12,Cn1ccc2c(C#N)cccc21,c[3*]S(C)(=O)=O.c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C.c[3*]C#N
68~53,pfkfb3,6,Nc1cc2ccccc2s1,CCCn1ccc2ccccc21,c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])CCC
68~44,pfkfb3,3,Nc1cc2ccccc2s1,Brc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]Br
68~35,pfkfb3,1,Nc1cc2ccccc2s1,Cn1ccc2ccccc21,c[1*]:sc(N)c:[2*]~c[1*]:n(C)cc:[2*]
68~30,pfkfb3,5,CS(=O)(=O)c1cccc2cc(N)sc12,COc1cccc2c1ccn2C,c[3*]S(C)(=O)=O.c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C.c[3*]OC
68~56,pfkfb3,8,Nc1cc2ccccc2s1,Cc1cccc2c1ccn2C,c[1*]:sc(N)c:[2*]~c[2*]:ccn(:[3*])C.c[1*]C
68~48,pfkfb3,4,Nc1cc2ccccc2s1,COc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]OC
68~62,pfkfb3,4,Nc1cc2ccccc2s1,c1ccc2nonc2c1,c[1*]:sc(N)c:[2*]~c[1*]:non:[2*]
68~41,pfkfb3,5,Nc1cc2ccccc2s1,FC(F)(F)Oc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]OC(F)(F)F
68~54,pfkfb3,6,Nc1cc2ccccc2s1,CC(C)n1ccc2ccccc21,c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C(C)C
68~69,pfkfb3,1,Nc1ccccc1,Cc1ccccc1,c[1*]N~c[1*]C
68~57,pfkfb3,6,Nc1cc2ccccc2s1,FC(F)n1ccc2ccccc21,c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C(F)F
68~36,pfkfb3,2,Nc1cc2ccccc2s1,Cc1cccc2c1ccn2C,c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C.c[3*]C
68~64,pfkfb3,4,Nc1cc2ccccc2s1,c1ccc2scnc2c1,c[1*]:sc(N)c:[2*]~c[1*]:ncs:[2*]
68~65,pfkfb3,4,Nc1cc2ccccc2s1,c1ccc2scnc2c1,c[1*]:sc(N)c:[2*]~c[1*]:scn:[2*]
68~55,pfkfb3,8,Nc1cc2ccccc2s1,Cn1ccc2c(F)cccc21,c[1*]:sc(N)c:[2*]~c[2*]:ccn(:[3*])C.c[1*]F
68~37,pfkfb3,10,CS(=O)(=O)c1cccc2cc(N)sc12,Cn1ccc2c(C(=O)NC3CCOCC3)cccc21,c[3*]S(C)(=O)=O.c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C.c[3*]C(=O)NC1CCOCC1
68~52,pfkfb3,5,Nc1cc2ccccc2s1,CCn1ccc2ccccc21,c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])CC
68~59,pfkfb3,1,Nc1cc2ccccc2s1,c1ccc2c(c1)OCCO2,c[1*]:sc(N)c:[2*]~c[1*]OCCO[2*]
68~34,pfkfb3,5,CS(=O)(=O)c1cccc2cc(N)sc12,Cn1ccc2c(C(N)=O)cccc21,c[3*]S(C)(=O)=O.c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C.c[3*]C(N)=O
68~39,pfkfb3,4,Nc1cc2ccccc2s1,Nc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]N
68~58,pfkfb3,4,Nc1cc2ccccc2s1,c1ccc2c(c1)CCO2,c[1*]:sc(N)c:[2*]~c[1*]OCC[2*]
68~47,pfkfb3,4,Nc1cc2ccccc2s1,CCc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]CC
68~38,pfkfb3,4,Nc1cc2ccccc2s1,CN(C)c1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]N(C)C
68~67,pfkfb3,1,Nc1cc2ccccc2s1,Nc1nc2ccccc2s1,c[1*]:sc(N)c:[2*]~c[1*]:sc(N)n:[2*]
68~23,pfkfb3,5,CS(=O)(=O)c1cccc2cc(N)sc12,Cn1ccc2ccccc21,c[3*]S(C)(=O)=O.c[1*]:sc(N)c:[2*]~c[1*]:ccn(:[2*])C
68~42,pfkfb3,4,Nc1cc2ccccc2s1,CSc1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]SC
68~70,pfkfb3,1,Nc1cc2ccccc2s1,Cc1coc2ccccc12,c[1*]:sc(N)c:[2*]~c[1*]:occ(:[2*])C
68~46,pfkfb3,1,Nc1cc2ccccc2s1,FC(F)(F)c1ccccc1,c[1*]:sc(N)c:[2*]~c[1*]C(F)(F)F
68~63,pfkfb3,4,Nc1cc2ccccc2s1,c1ccc2nsnc2c1,c[1*]:sc(N)c:[2*]~c[1*]:nsn:[2*]
33~53,pfkfb3,5,N#Cc1ccccc1,CCCc1ccccc1S(C)(=O)=O,c[1*]C#N~c[2*]S(C)(=O)=O.C[1*]CC
33~44,pfkfb3,7,Cn1ccc2c(C#N)cccc21,CS(=O)(=O)c1ccccc1Br,c[2*]:ccn(:[3*])C.c[1*]C#N~c[1*]S(C)(=O)=O.c[2*]Br
33~35,pfkfb3,4,N#Cc1ccccc1,CS(=O)(=O)c1ccccc1,c[1*]C#N~c[1*]S(C)(=O)=O
33~30,pfkfb3,1,N#Cc1ccccc1,COc1ccccc1,c[1*]C#N~c[1*]OC
33~56,pfkfb3,6,N#Cc1ccccc1,Cc1ccccc1S(C)(=O)=O,c[1*]C#N~c[2*]S(C)(=O)=O.c[1*]C
33~48,pfkfb3,8,Cn1ccc2c(C#N)cccc21,COc1ccccc1S(C)(=O)=O,c[2*]:ccn(:[3*])C.c[1*]C#N~c[1*]S(C)(=O)=O.c[2*]OC
33~24,pfkfb3,1,N#Cc1cncc2ccccc12,N#Cc1cccc2ccccc12,c[1*]:cnccc(:[2*])C#N~c[1*]:c(C#N)cccc:[2*]
